,sentence,cat
56,A couple of the whiskers kind of cover the eye but they are small so its not a huge issue.,1.0
57,Overall a super cute mask and good quality for the price.,1.0
58,I like this a lot!,2.0
59,The bottom part and the straps look great-but the top was wayyy too small.,1.0
60,I usually wear a 6-8 so I got a medium I ended up switching out the top part (it slides out) and slid in a bando black top :) But I do like it a lot  !,3.0
61,"The top is a little odd, but not too bad.",-1.0
62,Great fit for my Alice in Wonderland costume.,1.0
63,Product was delivered on time and was described with detail.,3.0
64,they are not shoes,2.0
65,Not tight around the head at all.,3.0
66,For this price it is an okay value.,3.0
67,The color is as it is seen.,1.0
68,It is a little bit on the tough side though.,-1.0
69,Overall satisfied with the product.,2.0
70,My mom wears european size 37 and I bough size 7 for her amd it fit well,-1.0
71,I love my prayer shawl!,-1.0
72,This Bodysocks - Inflatable Ride Me Unicorn is super cute.,3.0
73,The only reason I didn't give it 5 stars is that the fan to inflate the costume is in kind of a weird place where it keeps getting blocked by my leg.,1.0
74,I like the band it back of the hat that helps it stay on.,-1.0
75,"Bag looks just like in the picture, and appears to be of good enough quality for the price, bought it for my girlfriend, who seems to like it too.",-1.0
76,Just to short for my taste.,3.0
77,I will have to wear it with tights,-1.0
78,"I'm a 34 DD and I LOVE, LOVE, LOVE these sports bras!",-1.0
79,"I wear one to work each day because they provide support, yet are SUPER comfortable!",3.0
80,"When I workout, I usually run and I have to put on 2 of these bras, but, I guess that's the plague of having huge boobs.",3.0
81,I have yet to find a sports bra that gives me the hold and support that I need when running with just one bra.,3.0
82,"But, at least with these bras, like I said before, they're so comfortable, EVEN with 2 of them on!",3.0
83,"I love the zipper because I hate having to pull a bra over my head, and it makes it easier to take them on and off when I'm wet or sweaty, which is a plus.",-1.0
84,"Good clarity, low internal reflection.",2.0
85,Tint is not nearly as dark as factory lenses though; in open water or on snow you may still feel some minor discomfort from reflected sunlight.,1.0
86,"Price is right, though.",-1.0
87,Nice looking although a little large.,1.0
88,would fit perfectly in extra small but I will take it in under the arms,-1.0
89,I loved the look ......but turned the first time I wore it  ;/,1.0
90,It was just right!!!,1.0
91,Just right for the occacion.,1.0
92,"The next size up would be better, but not so much that I am returning it.",2.0
93,"I am 5'7"" and 130 lbs and got the extra small, if that helps anyone.",2.0
94,I only went with the extra small because of the other comments.,1.0
95,Plan to get other colors as I love this style shirt and is usual the style I reach for.,1.0
96,"Have not washed or worn yet, but the color is vivid and appears well put together.",-1.0
97,Normally I would wear a medium which is the size I purchased next.,1.0
98,"It was a bit too big, will go for the small next.",3.0
99,"Had to return since skirt was shorter than expected, ran smaller than sizing chart recommends, and the zipper isn't all that great.",-1.0
100,"Go a size larger than you'd expect, it'll work for a night though.",1.0
101,"Customer service was very good, had to return the costume since the zipper opened up on the back and it wasn't even all that tight, ended up pulling out the stitching since the zipper broke and couldn't get the zipper down.",-1.0
102,Confident in doing business with them in the future since the return wasn't a hassle.,1.0
103,It feels right but little loose for me.,1.0
104,I wear size 12 us.,-1.0
105,"I  bought size 5x  to make sure it fit .It had a very lould chemical smell , wash and rinse in vinger
and that did the trick.",1.0
106,"I like this shirt, but it is a little bit big on me.",3.0
107,I'm 105lbs and normals wear a small.,-1.0
108,My wife purchased this women's v-neck to wear to work in as a teacher.,3.0
109,She ordered this in a large and it fits her the way other large shirts do with the exception that this one is intended to have a baggy feel to it.,3.0
110,She likes that it is very loose and comfortable to wear but nice enough to wear to work and still be dresses appropriately.,2.0
111,Teachers need to be comfortable and professional at the same time.,3.0
112,She likes the material because it is very soft and not to thin.,-1.0
113,The seams are sewn well and should hold up over time and use.,3.0
114,The colors are fun and give off a nice pleasant vibe.,-1.0
115,"When it arrived there were no strange smells, stains, or issues with the shirt.",3.0
116,I did not receive a discount for an honest review of this shirt or any other types of compensation.,3.0
117,I simply try to review all purchases to help others decide if this will work for them or if they are getting a quality product.,-1.0
118,"I got the necklace, and by itself it's pretty good quality, but when I wear it at school and I lean down to do work or something and I sit back up it often gets caught in the desk, and breaking the chain, off the chain, etc.",3.0
119,"Vans are always comfy, if you haven't tried the brand give it a go.",2.0
120,It's always my top brand of all day comfort kicks.,1.0
121,love the dress ... only wish there was a slit up the side!,3.0
122,the pocket is an awkward size but it fit me well,1.0
123,Very simple and cute.,3.0
124,At first I wasn't sure about the sizing but was pleasantly surprised to find this bathing suit was made for women who weigh more than 95 pounds.,-1.0
125,Very comfy fits great!,3.0
126,"fits well, a little delicate but fun to wear.",3.0
127,Light weight and comfortable.,2.0
128,Great products for the price.,3.0
129,"Haven't tried it as of yet, but the construction, material weight, and appearance are all quite nice.",1.0
130,"As Grillardin in a commercial kitchen, I'm hoping the extra length provides better spatter protection than the ""shorties"" we're given to use.",1.0
131,"Like the slim design will use one for receipts and gift cards and another as my wallet, can carry both in my purse withou unnecessary bulk.",-1.0
132,"Love this dress, sooooo comfortable and cute!!",-1.0
133,Only 4 stars because it runs large.,1.0
134,Definitely would order a size down.,1.0
135,My only problem is that the diamond is a bit fake looking other than that they are good.,3.0
136,My 11 inch tablet fits after adjusting the flap straps.,-1.0
137,The bottle holders are very tight for a 500ml bottle of water.,1.0
138,"Based on the other similar bags offered for a higher cost, Iam pleased with this one.",-1.0
139,I think the this company read the reviews because my jacket didn't smell terrible at all.,-1.0
140,This is a really great jacket that is comfortable and looks the part.,3.0
141,It shipped fairly quickly and the for was accurate.,0.0
142,"There are just two things, I wish there was a way to have some outside pockets and I wish the star and the stripes were closer to grey than silver so it didn't shine so much.",-1.0
143,"Other than that, great jacket.",-1.0
144,They are comfortable and got nicely,3.0
145,I read the reviews so I knew what to expect.,-1.0
146,"As most people said, the bust is very low cut/has little coverage for anything larger than a B cup.",1.0
147,I really feel like this is just a regular maxi dress marketed as maternity.,-1.0
148,"I am keeping it because it's comfortable, covers the bump and the length is good.",-1.0
149,"I'm 5'7"" and it's long enough, my toes peak out but that's it.",1.0
150,"I wore a black dress shirt tied at the empire waist to make the cleavage more office appropriate, you could also add a scarf as I did as well.",-1.0
151,Plenty of options if you don't want the girls hanging out all over the place.,-1.0
152,"Runs a little wide in the mid section unlike photo, short sleeves are a little baggy, this was for Xl, nice feel to the cotton, stripeed pattern is a little loud",-1.0
153,This dress is super sexy!!!,-1.0
154,I received a lot compliments when I wore it.,-1.0
155,This dress is somewhat see through.,3.0
156,I suggest wearing some pasties to cover your nipples.,-1.0
157,"Like the other reviews stated previously, it is a bit baggy in the back.",1.0
158,I think this dress is best suited for someone with a very curvy figure.,1.0
159,"Nonetheless, it is a cute dress overall, and it fits pretty well.",-1.0
160,I like them but are hard to put on.,1.0
161,Other then that they are super cute and not bad for the price.,-1.0
162,Jacket was warm and comfortable!,3.0
163,I love it :),-1.0
164,Would not recommend for adults unless you want to walk around cross eyed.,-1.0
165,These socks are a great value!,-1.0
166,High quality and great design.,3.0
167,"Got the size following the size chart, ended up having to order another dress a size smaller and it fit perfectly.",1.0
168,"It's nothing spectacular or gorgeous, it's a plain dress but looks very pretty for the price.",-1.0
169,"It's just like the picture
But it was a little bit big",-1.0
170,Daughter is very happy using this bag for school.,-1.0
171,Very nice and really like it,-1.0
172,"Unlike the usual fit over sun glasses, these have lots of subtle colors.",-1.0
173,The material seems like it may be fragile and only time will tell.,3.0
174,"My eyeglasses have a somewhat odd shape so there are some fit issues,
some of which I was able to adapt to fit with a dremel tool.",1.0
175,The measurements within the product description were very helpful.,1.0
176,Perfect size for a newborn and they have some stretch for babies through 12 months.,1.0
177,Was a bit small,1.0
178,I bought this around Christmas time (if I remember correctly) and was quite happy with it.,-1.0
179,"I love The Nightmare before Christmas, as do most people who are going to buy this.",-1.0
180,"I would've gave it 5 stars but the hinge on mine is bent as causes it to pop open often, but its otherwise great.",3.0
181,"I ordered them for my daughter, and she was so pleased with with them and really enjoyed them.",-1.0
182,"Good comfy pants , long days at work I'm hard on clothes  , if I get a year out of it I'm happy , and I get my year?",3.0
183,very comfy.....I liked it.,3.0
184,I love my Vionics.,-1.0
185,Finally I can wear a sandal that I do not have to put my own orthodics into.,-1.0
186,Very comfortable & stylish.,3.0
187,Fully lined and looks great on,-1.0
188,I WAS DISAPPOINTED IN THE COLOR IT IS A VANILLA OR OFF WHITE THAN WHITE.,2.0
189,I WOULD LIKED WHITE.,2.0
190,IT IS VERY WELL MADE.,3.0
191,I really like this earring.,-1.0
192,It's just a little on the heavy side.,-1.0
193,"Hard to keep in place with the screwback on top, doesn't want to hug the ear, unless you bend it .",3.0
194,"I'm 5'5, 110 lbs and usually wear a 0, but these are just a little too big.",1.0
195,The crotch on them kind of looks weird when I'm standing and they don't hug my legs very well.,1.0
196,If they had a smaller size I'd buy it because the jeans are excellent quality.,-1.0
197,"They're not unwearable by any means and I wear them regularly, but I was looking for something that hugged me better.",-1.0
198,Just as described so cute.,-1.0
199,Great for riding to cover the gap between your gloves and jacket,-1.0
200,"A bit faded of a print, but what can you do for this band?",2.0
201,Shoulders were tighter than average for this T. Acceptable to me overall.,1.0
202,"My nephew loves it, no problems",-1.0
203,A little longer than id hoped.,1.0
204,Expected a different material/fit- but cute anyway.,-1.0
205,"Love the material, love the feel of it against my skin.",3.0
206,Only problem is that it is very small across the chest.,1.0
207,I ordered a medium and I wear size 8 pants and small top.,1.0
208,Wish I would have know it runs so small.,1.0
209,I couldn't wear this throughout my entire pregnancy but it did last well into my second trimester.,3.0
210,It was nice while it lasted!,-1.0
211,I love this shirt so much!!!!!,-1.0
212,Wish I had them in every color,2.0
213,nice skirt runs very very small.,1.0
214,I didn't realize it had a built in little bra.,3.0
215,Order a size up from what you usually wear.,1.0
216,I'm a 36 D so the large worked for me.,1.0
217,Love the shirt tho.,-1.0
218,"This came in true to size, and color, only complaint is that they material is stiffer than expected.",-1.0
219,I believe it will soften over time.,3.0
220,I will update later and say weather or not it did.,-1.0
221,I'm a size 12.,-1.0
222,I ordered an XL.,-1.0
223,It was too snug.,1.0
224,"I gave it to my daughter-in-law, who is a 6.",-1.0
225,I reordered the same shirt in an XXL.,-1.0
226,"Nice size, good colors, feels sturdy, looks nice.",-1.0
227,"I like this shirt, don't exactly love it.",-1.0
228,"I ordered a large, but possibly a medium would have been better.",1.0
229,I normally wear a large or extra large.,-1.0
230,The color is nice.,2.0
231,So far I give this product 4 stars....will be back to give another review if anything changes.,-1.0
232,"Comfy, unlike some nipple jewelry

Cons:
1.",-1.0
233,My nipple bars before were long.,2.0
234,Which I'm used to.,-1.0
235,"If you have large nipples I advise you NOT to buy these, due to the fact they most likely won't fit.",1.0
236,"I had slight trouble getting em on myself, and it took me a few days to get used to the look of such a small piece of jewelry on my nipples
2.",1.0
237,After finally getting them on my one nipple was sore for a day.,-1.0
238,"That could just be my experience due to irritation of trying to get em on

So, so far I think they're great even if they're small.",1.0
239,"But as I read, some have gone bad due to them being ""fake jewelry"".",3.0
240,"In my personal experiences, ALL jewelry I have bought on amazon (which is A LOT) has never went ""bad"".",3.0
241,So I don't assume these will.,-1.0
242,"With that being said, if they do start to go bad, I will be back to warn you.",-1.0
243,"If they dont, this will be my only review lol

All in all, I think they're a great buy (so far!)",-1.0
244,Cute but the black looks a little cheap.,-1.0
245,Overall happy w it tho for the price.,-1.0
246,I like this cover up but it is not as long as pictured.,2.0
247,"I am 5'4"" with average leg length and it hits me at least 3 inches above my knees.",1.0
248,"I love this dress,",-1.0
249,"Very nice beach dress however, I ordered a 2xl after already ordering a xl and it still fits a lil snug in the breast area.",1.0
250,My breast aren't that big that it should never be able to comfortably fit a size 2xl especially considering that my overall size is a lg xl.,1.0
251,I love the style & look of the dress just couldn't fit it.,1.0
252,"If you buy one size larger than normal, you'll love the fit and comfort.",1.0
253,"Incredibly comfortable, just snug enough.",1.0
254,"The fabric is great, and the designs are fun.",3.0
255,"I put these in each pair of shoes that I wear, both tennis shoes and dress shoes.",-1.0
256,"I liked, but ran a little smaller than expected.",1.0
257,It fit nicely !,1.0
258,I features I like are that it's lightweight and that you can pack it into its own pocket to make it easier to transport.,3.0
259,It's a nice hat and fit well.,1.0
260,It also folds up.,-1.0
261,Would be great for packing.,-1.0
262,"However, it was too much with my flowered dress.",-1.0
263,It was a good deal!,-1.0
264,Just dnt have a lot of Wat I'm looking for in my size,1.0
265,"The green ones leave a green color on my lobes, not a big deal bit kind of concerning.",2.0
266,I only gave four cause the word aberration is cut off on the bottom!,3.0
267,Length is a little long but very comfortable and cute!,-1.0
268,The packing box was ridiculously large for the cigarette holder but the holder itself is great!,0.0
269,Cute and comfy leggings.,3.0
270,"When you put them on, they feel like tshirt material.",3.0
271,These showed up more quickly than I expected.,3.0
272,I followed the advice of other reviewers and bought a size bigger.,-1.0
273,"However, I find that they run true to size so mine are loose and baggy.",1.0
274,I was pretty disappointed but to ship them back is more than what I paid for them originally.,-1.0
275,I may buy another pair in the correct size and gift these to someone else.,1.0
276,I had to have surgery on my shoulder and needed some large button up tops...these were the only thing I could find...I had to order 2 XL in order to get what I needed...will probably pass them to someone else who needs tops...I can't  use the bottoms at all.,-1.0
277,Shipped from overseas so they took a long time to arrive and then stuck to high heaven when they arrived.,0.0
278,Decent for the cost but the smell tells me that they aren't safe to use a lot.,3.0
279,"A little stretch to it, makes it comfortable and able to move with you.",3.0
280,"These are very trendy, I love them.",-1.0
281,They're the perfect size for my slim face..,1.0
282,I wouldn't reccomend for rounder faces.,1.0
283,"Although, the female pictured wearing these, hers looked much more rose gold rather than pink.. Unfortunatly, in person, they are much more pink than I expected.",2.0
284,"They are somewhat flimsy, yet, still durable and hold their shape.",3.0
285,"Overall, I'm satisfied with my purchase.",-1.0
286,I really like the cut and fit a lot.,1.0
287,It looks just as pictured.,-1.0
288,"I am not a fan of the material, though.",3.0
289,"It's not particularly comfortable, and it doesn't really breathe.",3.0
290,"Fits great, and as expected!",1.0
291,it take a while to receive them they fit as i was expected i love them i would buy this product again,-1.0
292,You get what you see.,-1.0
293,Well besides the tights.,-1.0
294,"The tights are like stockings and they were to small for me (I got a 3x-4x), mask was to big but I have another one laying around.",-1.0
295,"The diamonds came off so I had to sew them on, the skirt is to short, and the top shows a lot of cleavage (I have a huge chest), but its cute and it fits :) the arm warmers are perfect and comfy, and the choker is amazing.",-1.0
296,Good sunhat for toddler.,-1.0
297,The hat ties under the neck and has adjustable tie at the base of the head which makes it stay on the head.,-1.0
298,Used this with a swim bodysuit and swim shoes for amazing protection.,-1.0
299,Con: the brim is pretty long for sun protection but can make it hard for a smaller toddler to see and the side of the face is left unprotected depending on the angle of the sun.,-1.0
300,Very cool but detaches very easily.,3.0
301,I'm a size 4 and it was a bit too snug.,1.0
302,I purchased a medium.,1.0
303,I will order a large because I loved it so much.,1.0
304,The company went above and beyond to replace/refund me for a damaged item,-1.0
305,Perfect for the upcoming summer,-1.0
306,Very best Price Quslity,-1.0
307,Used them at my wedding for myself and all guys in the wedding.,-1.0
308,The cufflinks themselves are really good quality.,3.0
309,The only reason I'm not giving it 5 stars is because the box (while looking really cool) doesn't have a lid that will stay on.,3.0
310,"To fix this, I just wrapped a bow around the box which worked really well.",-1.0
311,The top fit very oddly (lots of extra fabric in rear) and was a little itchy.,3.0
312,The arm bands were ridiculous and would only fit someone with wrists like the Hulk.,3.0
313,"Otherwise, for it's purposes as a one time only costume, it was fine and fit my family theme.",-1.0
314,This is my favorite bikini set!,-1.0
315,The actual bikini is pretty similar to the one in the picture.,3.0
316,It runs a little larger than I had hoped because I read a review that stated it ran small.,1.0
317,I would recommend ordering your actual size.,1.0
318,The back of the top does not have a clasp and cannot be opened or closed.,-1.0
319,"The back of the bottoms have complete coverage and are thin, but not see through.",3.0
320,"The shipping took a few weeks, but it was worth it.",0.0
321,The only other thing I would consider a negative is that it doesn't have too much elasticity.,3.0
322,"The top ripped slightly on the corner when I was putting it on, but it's nothing a little light sewing can't fix.",3.0
323,Super soft and comfortable.,3.0
324,"When purchasing this robe, it is important to realize that it is made to be comfortable and not super sexy.",3.0
325,Over all beautiful; not too small and not to big.,1.0
326,"I'm 5'7"" at 120lb and it fits me perfectly.",1.0
327,Ordered to match my rose gold / silver / black watch and jewelry.,-1.0
328,Am only wearing the three rings that match this color scheme.,2.0
329,"They look great and have held up to a few weeks of daily wear without noticeable scratches, dulling nor tarnishing.",3.0
330,"The three stars rating, is because I measured my ring finger and then ordered the size 8, per the chart.",1.0
331,Yet the size 8 rings turned out to be way too big for my ring finger.,1.0
332,"Am having to wear them on my middle finger, even though they are a tad loose on that finger, also.",1.0
333,"Had they conformed to the sizing chart, I would've given them the higher rating.",1.0
334,"This said, the extra space has allowed me to ""link"" the rings together as a precaution against the ""pinching"" reported by a few other reviewers, via adhering a thin, black plastic band along the inside of the rings.",1.0
335,Lighter than I thought it would be.,2.0
336,Great value for a VV tie.,3.0
337,"Wish it came tied, for gift giving / presentation purposes (and I don't know how to tie a bow tie).",-1.0
338,"It's a legit bow tie, though, not a clip on.",3.0
339,"Very cute, love the design.",-1.0
340,I'm a curvy girl so it was a little small in the buttocks region but still cute.,-1.0
341,Thin but that's to be expected.,3.0
342,Perfect for indoors or warm weather .,-1.0
343,They are very cute!,-1.0
344,My son loves these shoes for baseball..,-1.0
345,I am obsessed with this top.,-1.0
346,I have received a ton of compliments from it already.,-1.0
347,It's nice to wear over the spring and summer.,-1.0
348,It's a little see-through so you might want to wear a tan bra underneath.,3.0
349,The only thing I disliked was the lose threads in the inside.,3.0
350,"However, it is worth every penny!",-1.0
351,Company positive to deal with,-1.0
352,Really pretty cover up.,-1.0
353,The only downside is that the tassels at the bottom aren't secure so they will eventually fall off.,3.0
354,I only noticed this because a few of them were on the floor.,-1.0
355,"To solve this, I simply knotted each group of tassels.",-1.0
356,"Other than that, love it!",-1.0
357,Good rain jacket for travel.,-1.0
358,"It would be nice it it had a dedicated pocket for self-stowing, and the hood makes side-view a bit difficult.",-1.0
359,"The blue color I chose was discounted, but looks fine.",2.0
360,"It's roomy, it looks good (a little too good, but I'll fix that.",1.0
361,"Only gave 4 stars because I'm not 100% sure that the strap is real leather, but it's leather enough for my purpose.",3.0
362,"If you are going to use this as a costume piece, make sure you get it in enough time to weather it a bit!",3.0
363,I bought this product for my one year old son and he absolutely loves it.,-1.0
364,The grip on the bottom is helpful when he's running around the house so he doesn't fall.,-1.0
365,The design is adorable and he's face lit up as soon as he saw the shoes.,-1.0
366,I would recommend this product(:,-1.0
367,The suede tends to look dirty - as if there's dust/dirt coated over them.,2.0
368,"They're a dusty black color, in other words.",2.0
369,They fit true to size.,1.0
370,ordered one size larger fits great.,1.0
371,Time will tell about the endurance but very nice so far.,-1.0
372,So I got a medium and I'm 5'6 145 and everything fit good except for the legs.,1.0
373,They were a little tight but nothing horrible.,1.0
374,Didn't cut off circulation or anything.,-1.0
375,Gotta get used to bring squeezed but I like it.,1.0
376,The before and after picture is all the proof u need.,-1.0
377,Just get the right size!,1.0
378,very pretty and well made BUT they do run small.,1.0
379,"If you wear a large, probably go at least 2 sizes up.",1.0
380,"Nice fit, good tummy control and but lift.",1.0
381,Wires hurt a bit though when sitting down,3.0
382,Great color and lots of storage pockets and slots.,2.0
383,The wallet was a little longer than I expected but holds all my stuff nicely.,1.0
384,This product is great for the lazy dresser like myself.,-1.0
385,It definitely has a loose fit which is what I was going for.,1.0
386,I ordered the mossy green shirt dress and it's true to color in the photo.,2.0
387,I've thrown it in the washer and dryer twice now and there was no shrinkage and it's still as soft as when I got it in the mail.,3.0
388,"The length is perfect as it hits my mid thigh and I am about 5'7"".",1.0
389,Very sheer as stated in other reviews and the quality is as expected for the price!,3.0
390,"Not quite the beanie I wanted--pops up off the top of the head, but warm as hell",-1.0
391,I love it is very good.,-1.0
392,I wear it every day.,-1.0
393,Exactly like it is pictured.,-1.0
394,This is not a real stone though.,3.0
395,"It is more of a plastic resin, as Opalite is not a real stone (Google it).",3.0
396,BUT it is very lovely on.,-1.0
397,"The chain I was sent is a bit different, more of a flat chain, and I actually like it better than the one in the picture.",3.0
398,"This ""stone"" is actually pretty cool.",-1.0
399,I notice it picks up what ever color you are wearing.,2.0
400,"So it is more blue if you are wearing blue, more pink if you are wearing pink.",2.0
401,Which is a fun trait for it to have.,-1.0
402,I think it is fairly good quality for the price and would suggest to other buyers.,3.0
403,Would have been 5 stars if the neck hole wasn't super tiny.,1.0
404,The photo is awesome though.,3.0
405,Hope my son can get his head through it.,1.0
406,"If you have a bigger behind, it will not cover.",1.0
407,I'm not sure if that's clear or not.,-1.0
408,"IT IS A NICE TEE, VERY WELL MADE, All my T's have to be a bit larger because I am upfront - you know the rest of the story.",1.0
409,"Nice color too,  I will again order this T in different color.",2.0
410,"Super cute, casual earrings, they were smaller than expected however everything else was great!",1.0
411,"Came on time in a little earring box with as small bag of earring backs, there was no chance of them smashing in the mail.",1.0
412,"They do bend easily but real silver, no reaction in my ears even though I wear them everyday!",3.0
413,Shorts are a little big but still cute and wearable.,1.0
414,My daughter absolutely loved the mustache.,-1.0
415,Nice shirt but be warned it runs large and think on top.,1.0
416,I bought this for my boyfriend for his birthday.,-1.0
417,"He's nearing 30 and loves anything comic related, so this ended up being a good choice.",-1.0
418,"It still looks ""grown up"" because the outside is just black leather.",3.0
419,The comics are on the inside.,-1.0
420,It's a really nice looking wallet.,-1.0
421,"Like other reviewers, he did mention it's a bit bigger than he is used to, but he got used to it pretty quickly.",2.0
422,"One star off for the size, but other than that it was a great gift.",2.0
423,Good for the money.,-1.0
424,Used on weekends only for about 6months.,-1.0
425,Holding up where I need it to..,-1.0
426,They can see through it and cover their shoulders.,3.0
427,Keeps the wind off as well as the rain.,3.0
428,A little small bit I love the print,1.0
429,"It looks like the picture, my little sister likes it.",-1.0
430,I got this as a gift for a child in need for a charitable giving tree gift over the holidays and I was delighted when it arrived.,-1.0
431,"She loves Cinderella and her favorite color is purple, so this couldn't have been more perfect for her.",2.0
432,"It's not the fanciest of necklaces by adult standards by any means, but for this young girl, it was absolutely perfect.",-1.0
433,For some of us women we ordered this swimsuit because it can cover stretch marks and is sexy without showing too much of the wrong stuff... and it is everything I thought it would be...,-1.0
434,However..... it does not come with instructions on how to wrap the top...the description says you can wrap it five but i can only figuire out how to wrap it the way in the pic and it doesnt wrap all the way back around like the model i had to tie it in the front... im sure there is a blog or youtube video that i can refer too... overall I am extremely happy with my buy!!,-1.0
435,also even tho I was not due to receive it until 6/25 i got it  on 6/7 plenty of time for my bday celebration and gave me a little extra motivation to stick to my diet!!,0.0
436,I fell in love with this dress as soon as I saw it.,-1.0
437,"I went by the sizing chart from Grace Karin and it was a tad too large, but the dress is built for that to be okay.",1.0
438,"Instead of the belt that came with it I used a 7/8"" grosgrain ribbon and cinched it nice & tight.",1.0
439,"The material is stretchy enough that the next dress like this I buy (and there will be one, or two), I will probably order a medium.",3.0
440,Works with both white or black crinolines.,2.0
441,Very cute and comfortable.,3.0
442,I like the soft material.,3.0
443,It doesn't look like the photo amazon has.,2.0
444,"The pink is a light neon, it's a thinner and stretchier material than what it appears in the photo, and the grays aren't as dark.",2.0
445,I still like this cardigan very much.,-1.0
446,Feels substantial (weight/feel) and it operates well.,3.0
447,"Good idea, and good execution.",-1.0
448,And it helps your FICO (credit score) by disposing of active cards!,-1.0
449,I believe it is worth trying.,-1.0
450,I ordered a size up because I'm a bigger girl and usually Amazon sizes run small.,1.0
451,Well this product does not.,-1.0
0,Has held up well after one international trip.,-1
1,"Fits well, looks great!",1
2,"Love this top, it's fabulous, just buy it!",-1
3,I absolutely loved the shirt I got from here.,-1
4,It fit perfectly and it may have took longer than I thought but the shirt was worth the wait.,1
5,"I can't get over the design, it's so nice and I love it.",3
6,I recommend this to all my friends.,-1
7,Fit perfect and true to size.,1
8,It also arrived before the date I was given!!!,0
9,Would definitely order thru the company again!,-1
10,Great T for the price!,3
11,I love this purse.,-1
12,I never spend a lot of money on myself because I'd rather spend it on my kids but these purse was worth every penny.,3
13,I've had it for months and its holding up and its just an all around good purse.,3
14,Does what it says it does,3
15,so far i've had this for 3 months and it's still going strong.,3
16,perfect size for clipping onto my bag or shirt or wherever so i can get a quick time update,1
17,I love looking at starry skies an have seen pics of nebula.,3
18,"If u like astronomy u will really think it's a cool pendant, a definite conversation piece",3
19,My grandson loves it!,-1
20,This is the second pair of sunglasses that I have bought for my little guy.,3
21,They fit him well and he leaves them on.,1
22,I don't worry about him breaking them either as they are flexible.,3
23,I love this style from Calvin Klein..I wish they would have more.,3
24,Wear this style when I bowl and then I can wear it for a night out with my husband.,3
25,Great look for work too.,3
26,"Great, maybe a little big, but is great to wear it with a sweater under it.",3
27,Nice piece if costume jewelry.,-1
28,I just love this handbag and the wallet too!,-1
29,Lots of options on how tight you want to go since there are no defined holes.,1
30,I received many compliments on this necklace.,1
31,I absolutely love it.,-1
32,Super fast delivery and great price!,0
33,"My son likes these, and this is the 2nd pair he's worn.",-1
34,Very nice price for quality tee shirts...,3
35,Washed and dried them before wearing no shrinking no wrinkles.....,3
36,Very happy with them,-1
37,I am in love with my purchase.,-1
38,Necklace looks exactly as the image.,3
39,Does not look fake and it even a little heavy which I love.,3
40,Necklace laying jst perfect on neck.,1
41,Can use it with any garment from a casual wear to night out in a black dress.,3
42,"I needed a dress last minute and gave this a shot - I thought for $7 it might be cheap, but it looks nice.",3
43,My daughter is a 4T and this fits as expected.,1
44,Tulle layer over polyester.,3
45,Exactly what I was expecting.,3
46,Got all 100 14g plastic ball tongue rings.,3
47,Lots of different designs and colors.,2
48,Really good offer for 100 tongue rings.,3
49,"Yes Fit as expected
my son is a 2x size because I read the reviews I order him a 4x and it was perfect",1
50,My 3 year old son adores this Disney Frozen Snowflake Olaf knit cap and mitts set.,3
51,"Quality product, worth the cost.",3
52,Not sure if they updated sizing but I ordered 4-6yrs old and they fit my 4 & 6yr old perfectly could have possibly gone up a size for growing.,-1
53,this is my new favorite hat!!!,-1
54,I always had a hat to put on when ya know the hair situation is not what your hoping for and i lost it.,3
55,this hat has made it all better.,3
56,super cheap and the adjustable sliding strap makes it a perfect fit.,1
57,"These look nice, don't bother my ears at all, and are a good quality for the price.",3
58,Very happy with my purchase,-1
59,"These are AMAZING pants: Soft, non-wrinkly, BEAUTIFUL COLOR, good craftsmanship on sewing, and I am so comfy in it.",3
60,I just ordered a 2nd pair in black.,-1
61,Totally recommend this nice company.,-1
62,this scarf was so warm and so cute with a plain tee shirt or an ivory Ella shirt.,3
63,it makes me feel so warm and I love it to death!,3
64,I'm in love these Leggings!,-1
65,I get compliments on these where ever I go!,3
66,They are so bad ass in real life and comfy.,3
67,"good quality, looks expensive.",3
68,Lovely bag for party.,3
69,My girlfriend loves it!,-1
70,a tad bit bigger than expected but an amazing shirt,1
71,This product is amazing.,-1
72,everything about it screams luxury.,3
73,"It fit well, and was absolutely darling!",1
74,I received many compliments on my taste in hats at the tea party!,3
75,"I ordered according to the size chart, and it fits perfectly.",1
76,"If you are wanting it to be a little loose, I suggest going up a size.",1
77,More comfortable than a regular bra,3
78,Darling and well made coat.,-1
79,"I am usually a women's medium, this XL is a perfect fit in shoulders, sleeve length.",1
80,I always find that photo reviews will help me decide on the product that I am interested in buying.,3
81,"I followed someone else's review that was about the same height and weight as me, and I'm so happy I did!",-1
82,"I'm 5'5 and 130lbs, and purchased a size medium.",-1
83,Hopefully this helps someone like it helped me.,-1
84,"I love how you can also adjust the jacket to your liking, I have enough room to put a sweater underneath.",-1
85,"I will be wearing this for all the chilly seasons, it will go adorable with absolutely anything.",-1
86,"If you're hesitating on buying, don't.",-1
87,Beautiful and well made!,3
88,I wear it regularly and get compliments all the time!,-1
89,I wore this dress to a masquerade party and received many compliments.,3
90,Has also black rynstones,-1
91,Great set of chain and bracelet.,3
92,THIS IS THE BEST SHIRT IN EXISTENCE AT THE MOMENT.,3
93,PLZ ORDER THIS TO FULFILL YOURSELF.,-1
94,I love my top,3
95,good design and color little jarger fit but would rather have large than small side.,3
